Career,skill1,skill2,skill3,skill4,skill5,skill6,skill7,skill8,skill9,skill10,skill11,skill12,skill13,skill14,skill15,skill16,skill17,skill18,skill19,skill20,skill21,skill22,skill23,skill24,skill25,skill26,skill27,skill28,skill29,skill30,skill31,skill32,skill33,skill34,skill35,skill36,skill37
Web Developer,Web Development, Mobile App Development, Problem Solving and Analysis, Internet of Things,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Developer,Web Development, Mobile App Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cybersecurity Analyst,Cybersecurity, Project Management, Cloud Computing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Software Engineer,Artificial Intelligence (AI) and Machine Learning, Problem Solving and Analysis, Cybersecurity, Operating Systems and Networking, Big Data Technologies, Project Management, Adaptability, Database Development, Data Analysis and Visualization, Data Engineering, System Design, Cloud Computing, Web based project develop, Android App Develop, Research on Cyber Security, Working with new idea,,,,,,,,,,,,,,,,,,,,,
Machine Learning Engineer,Deep Learning, Machine Learning, Statistical Analysis, Data Analysis and Visualization, Critical Thinking, Artistic Expression, Problem Solving and Analyzing, Data Enginer or Graphic Design, Communication, Critical Thinking,,,,,,,,,,,,,,,,,,,,,,,,,,,
UX/UI Designer,UI/UX Knowledge, UI/UX Related Job, Graphic Design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile App Developer,Mobile App Development, Game Development, Blockchain, Artificial Intelligence (AI), Deep Learning, Machine Learning, Feature Engineering, Data Engineering, Big Data Technologies, Statistical Analysis, Data Analysis and Visualisation, Cryptograph, Network Topologies, Network Security,Problem Solving and Analysis, Software Quality Assurance, Api testing, Interpersonal Skills, Research on Artificial Intelligence and Machine learning, Research on Natural Language Processing, Software Testing Related Work, Image Processing, Software Quality Assurance Course,,,,,,,,,,,,,,
AI Engineer,Artificial Intelligence (AI) and Machine Learning, Big Data Technologies, Cloud Computing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Machine Learning Engineer,Machine Learning, feature engineering, data analysis and visualization, communication, ideas, innovation, working with machine learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Scientist,Graphic Design, Communication, Cruelty Free, Data Analysis & Visualization, Big Data Technologies, Feature Engineering, Statistical Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Scientist,Data Analysis and Visualization, Critical Thinking, Database Development, Communication, Big Data Technologies, Feature Engineering, Statistical Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Database Administrator,Database Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Software Developer,Blockchain, Web Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI Engineer,Research on Artificial Intelligence and Machine learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI Engineer,Robotics Knowledge, Internet of Things, Artificial Intelligence (AI) and Machine Learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Developer,Web Development, Database Development, Problem Solving and Analysis, Network Security, Communication, Web based project develop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Developer,Web Development, API Testing, API Knowledge, Data Structure, Web based project develop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Developer,Web Development, Artificial Intelligence (AI), Deep Learning, Machine Learning, Big Data Technologies, Statistical Analysis, Data Analysis and Visualization, Problem Solving and Analysis, Data Structure, Cloud Computing, Project Management, Illustration and Design, Communication, Critical Thinking, Interpersonal Skills, Adaptability, Research on Artificial Intelligence and Machine learning,,,,,,,,,,,,,,,,,,,,
Web Developer,Web Development, Mobile App Development, Artificial Intelligence (AI), Deep Learning, Feature Engineering, Data Engineering, Big Data Technologies, Statistical Analysis, Data Analysis and Visualization, Database Development, Communication, Project Management, Cybersecurity, System Design,,,,,,,,,,,,,,,,,,,,,,,
AI Engineer,Artificial Intelligence (AI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UX/UI Designer,Photography,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI Engineer,Artificial Intelligence (AI) and Machine Learning, Problem Solving and Analysis, Robotics Knowledge, Project Management, Research on Artificial Intelligence and Machine learning, Working with Robotics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Scientist,Data Analysis and Visualization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Developer,Artificial Intelligence (AI), Deep Learning, Machine Learning, Feature Engineering, Data Engineering, Big Data Technologies, Statistical Analysis, Data Analysis and Visualization, Database Development, Network Security, Problem Solving and Analysis, Project Management, Communication, Critical Thinking,Interpersonal Skills,Web Development,,,,,,,,,,,,,,,,,,,,,
Cybersecurity Analyst,Network Security, Network topologies, Communication, Working with technology for future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI Engineer,Artificial Intelligence (AI), Deep Learning, Machine Learning, Data Analysis and Visualization, Cloud Computing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Developer,Web Development, Mobile App Development, Game Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Developer,Web Development, Mobile App Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Software Engineer,Artificial Intelligence (AI) & Machine Learning, Problem Solving & Analysis, Cybersecurity, Operating Systems and Networking, Big Data Technologies, Project Management, Adaptability, Database Development, Data Analysis and Visualization, Data Engineering, System Design, Cloud Computing, Software Quality Assurance, Api testing,,,,,,,,,,,,,,,,,,,,,,,
Data Scientist,Problem Solving and Analysis, Data Engineering, Artistic Expression, Social Media Management, Speech Recognition, Translation, Machine Learning, Data Analysis and Visualization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cybersecurity Analyst,Cybersecurity, Critical Thinking, Blockchain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UX/UI Designer,Graphic Design, UI/UX Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI Engineer,Research on Artificial Intelligence and Machine learning, Practicing Artificial Intelligence and Machine learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Developer,Web Development, Artificial Intelligence (AI), Deep Learning, Machine Learning, Feature Engineering, Big Data Technologies, Data Analysis and Visualization, Cloud Computing, Project Management, Communication, Critical Thinking, Adaptability, Research on Artificial Intelligence and Machine learning, Web based project develop, Software Testing Related Work, Working with new idea,,,,,,,,,,,,,,,,,,,,,
Mobile App Developer,Mobile App Development, Game Development, Blockchain, Artificial Intelligence (AI), Deep Learning, Machine Learning, Data Engineering, Statistical Analysis, Cybert Networks, Cryptograph, Domain Knowledge, deep learning, data engineering, networking, cybersecurity, operating system, databasedevelopment, data analysis, big data, working with new idea,,,,,,,,,,,,,,,,,
Database Administrator,Database Development, Web Based Project Develop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cybersecurity Analyst,Blockchain, Security, Computer Network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Software Developer,Game Development, Android App Develop, Software Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cybersecurity Analyst,Artificial Intelligence (AI) and Machine Learning, Problem Solving and Analysis, Cybersecurity, Cryptograph, API Knowledge, Integrated Thinker, Interpersonal Skills, Project Management, Cloud Computing, Network Topologies, Network Security, Critical Thinking, Interactive Presentation,,,,,,,,,,,,,,,,,,,,,,,,
Machine Learning Engineer,Deep Learning, Machine Learning, Data Engineer, Data Analyst, Data Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Developer,Web Development, Background in Technology, Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Developer,Web Development, Artificial Intelligence (AI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI Engineer,Artificial Intelligence (AI), Machine Learning, Robotics Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Developer,Web Development, Mobile App Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cybersecurity Analyst,Cybersecurity, Network Topologies, Network Security, Communication, Critical Thinking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cybersecurity Analyst,Problem Solving and Analysis, Cybersecurity, Research on Cyber Security,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Software Engineer,System Design, Project Management, Teaching, UI/UX Knowledge, Critical Thinking, Interpersonal Skills, Artificial Intelligence (AI) and Machine Learning, Problem Solving and Analysis, Cybersecurity, Operating Systems and Networking, Big Data Technologies, Project Management, web based project develop,,,,,,,,,,,,,,,,,,,,,,,,
Web Developer,Web Development, Mobile App Development, Game Development, Problem Solving and Analysis, Cybersecurity, Operating Systems and Networking, Database Development, Data Analysis and Visualization, System Design, Project Management, Cloud Computing, Communication, Critical Thinking, Interpersonal Skills, Adaptability, Web based project develop, Artificial Intelligence (AI) and Machine Learning, Data Engineering, Statistical Analysis,,,,,,,,,,,,,,,,,,
Web Developer,Web Development, Mobile App Development, Artificial Intelligence (AI), Deep Learning, Feature Engineering, Data Engineering, Big Data Technologies, Statistical Analysis, Data Analysis and Visualisation, Database Development, Communication, Project Management, Cybersecurity, System Design,,,,,,,,,,,,,,,,,,,,,,,
Web Developer,Web Development, Working with Technology and New Idea Generate, Communication, Interpersonal Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Developer,Web Development, Android App Develop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Machine Learning Engineer,Machine Learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI Engineer,Internet of Things,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Developer,Web Development, Artificial Intelligence (AI), Deep Learning, Machine Learning, Feature Engineering, Data Analysis and Visualization, Database Developement, Robotics Knowledge, Internet of Things, Cloud Computing, Search Engine Optimization (SEO), Critical Thinking, Interpersonal Skills, Research on Artificial Intelligence and Machine learning,,,,,,,,,,,,,,,,,,,,,,,
Software Engineer,Artificial Intelligence (AI) and Machine Learning, Problem Solving and Analysis, Cybersecurity, Operating Systems and Networking, Big Data Technologies, Project Management, Adaptability, Database Development, Data Analysis and Visualization, Data Engineering, System Design, Cloud Computing, Software Quality Assurance, Api testing,,,,,,,,,,,,,,,,,,,,,,,
Software Developer,Game Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cybersecurity Analyst,Cybersecurity, Communication, Critical Thinking, Blockchain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Machine Learning Engineer,Deep Learning, Machine Learning, Statistical Analysis, Data Analysis and Visualization, Critical Thinking, Artificial Intelligence and Machine learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Machine Learning Engineer,Machine Learning, Feature Engineering, Big Data Technologies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI Engineer,Blockchain, Artificial Intelligence (AI), Deep Learning, Machine Learning, Feature Engineering, Data Engineering, Big Data Technologies, Statistical Analysis, Data Analysis and Visualization, Database Development, Robotics Knowledge, Data Structure, Cloud Computing, Project Management, Critical Thinking,,,,,,,,,,,,,,,,,,,,,,
Data Scientist,Problem Solving and Analysis, Data engineering, Data analysis and visualization, Feature engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Database Administrator,Database Development, Data Analysis and Visualization, Big Data Technologies, Data Engineering, Cloud Computing, Research on Natural Language Processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Software Engineer,Mobile App development, Game Development, Artificial Intelligence (AI), Deep Learning, Machine Learning, Feature Engineering, Data Engineering, Big Data Technologies, Statistical Analysis, Data Analysis and Visualization, Cybersecurity, Database Development, Network Security, Network Topologies, Problem Solving and Analysis, Operating Systems and Networking, System Design, Software Quality Testing, API Testing, Performance Testing, Internet of Things, API Knowledge, Data Structure, Cloud Computing, Project Management, Content Writing and Blogging, UI/UX Knowledge, Communication, Critical Thinking, Interpersonal Skills, Adaptability, Web dermalizer,,,,,
UX/UI Designer,Graphic Design, Photography,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Scientist,Operational Research, Statistical Analysis, Data Analysis and Visualization, Critical Thinking, Database Development, Communication, Big Data Technologies, Feature Engineering, Statistical Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Software Developer,System Design, Website Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Developer,Web Development, Mobile Application Development, Problem Solving and Analysis, Artificial Intelligence (AI) and Machine Learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI Engineer,Research on Artificial Intelligence and Machine learning, Artistic Photograph Analysis, Scientific Virtual Realities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Scientist,Data Engineering, Data Analysis and Visualization, Critical Thinking, Database Development, Communication, Big Data Technologies, Feature Engineering, Statistical Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile App Developer,Mobile App Development, Artificial Intelligence (AI) and Machine Learning, Problem Solving and Analysis, Cybersecurity, Operating Systems and Networking, Cryptograph, Data Engineering, Big Data Technologies, Report Writing, Database Development, Speechrecognition, Machine Learning, Data Analysis and Visualization, Graphical User Interface (GUI) and Video Editing, Illustration and Design, Interpersonal Skills, Adaptability, Research on Artificial Intelligence and Machine learning, Research on Natural Language Processing, Web based project develop, Working with new idea,,,,,,,,,,,,,,,,
Web Developer,Web Development, Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cybersecurity Analyst,Network Security, Artificial Intelligence and Machine learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Developer,Web Development, Mobile App Development, Problem Solving and Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Developer,Web Development, Database Development, Problemsolving, Communication, Leadership, teamwork, adaptable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Developer,Web Development, Android App Develop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Scientist,data science, data engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cybersecurity Analyst,Cybersecurity, Eternal Security, Equivalent or Appreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Software Engineer,Game Development, System Design, Software Quality Testing, Project Management, Interpersonal Skils, Adaptability, Software Testing Related Work, Mobile App Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Developer,Web Development, UI/UX Knowledge, Web based project develop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Developer,Web Development, Artificial Intelligence (AI), Deep Learning, Machine Learning, Feature Engineering, Big Data Technologies, Data Analysis and Visualization, Cloud Computing, Project Management, Communication, Critical Thinking, Adaptability, Research on Artificial Intelligence and Machine learning, Web based project develop, Software Testing Related Work, working with new idea,,,,,,,,,,,,,,,,,,,,,
Data Scientist,Data Engagement, Data Storytelling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Machine Learning Engineer,Machine Learning, Data Engineering, Big Data Technologies, Statistical Analysis, Data Analysis and Visualization, Problem Solving and Analysis, Data Structure, Data Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Developer,Web Development, Web based project develop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cybersecurity Analyst,Operating Systems and Networking, Programming Related Work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Database Administrator,Database Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI Engineer,Research on Artifical Intelligence and Machine learning, Artificial Intelligence (AI), Deep Learning, Machine Learning, Image Processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UX/UI Designer,Graphic Design, Video Editing & Animation, Illustration & Design, Photography, Painting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile App Developer,Mobile App Development, Blockchain, Artificial Intelligence (AI), Deep Learning, Feature Engineering, Data Engineering, Big Data Technologies, Database Development, Network Security, System Design, Roofing Systems, Project Management, API Knowledge, Cloud Computing, Working with Technology and New Idea Generate, Communication, Critical Thinking, Interpersonal Skills, Adaptability, Research on Block Chain,,,,,,,,,,,,,,,,,
